OTU_ID,CE1_1,SBE1_2,SE1_3,CE2_4,SBE2_5,SE2_6,CE3_7,SE3_8,SE2_9,Control1_10,C01_11,SB01_12,S01_13,C02_14,SB02_15,S02_16,C03_17,SB03_18,S03_19,C04_20,SB04_21,S04_22,C05_23,SB05_24,S05_25,C06_26,SB06_27,S06_28,Control2_29,C61_30,SB61_31,S61_32,C62_33,SB62_34,S62_35,C63_36,SB63_37,S63_38,C64_39,SB64_40,S64_41,C65_42,SB65_43,S65_44,C66_45,SB66_46,S66_47,Control3_48,C121_49,SB121_50,S121_51,C122_52,SB122_53,S122_54,C123_55,SB123_56,S123_57,C124_58,SB124_59,S124_60,C125_61,SB125_62,S125_63,C126_64,SB126_65,S126_66,Control4_67,C181_68,SB181_69,S181_70,SE1_71,C182_72,SB182_73,S182_74,SBE1_75,C183_76,SB183_77,S183_78,SBE2_79,C184_80,SB184_81,S184_82,CE3_83,C185_84,SB185_85,S185_86,CE2_87,C186_88,SB186_89,S186_90,Control5_91,PositiveControl_92,PositiveControl_93,PositiveControl_94,Water_95,Water_96
BOTU_1872,2,0,1,0,2,3,2,0,0,0,0,2,4,2,1,1,3,2,0,2,3,1,1,1,1,3,2,1,0,3,0,2,0,3,3,7,2,2,2,0,1,0,0,2,0,0,0,0,1,0,1,0,1,1,1,0,1,2,2,2,3,1,0,2,2,2,0,3,0,0,1,1,4,0,0,1,2,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
BOTU_1873,1,1,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
BOTU_1874,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,3,0,1,2,0,0,1,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BOTU_1875,3,1,7,2,4,5,3,5,0,0,2,4,1,0,1,0,0,0,3,2,3,4,1,3,2,1,2,0,0,1,1,1,2,2,0,3,0,2,0,2,1,2,1,2,0,2,1,0,1,0,0,0,0,0,1,1,1,1,2,4,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
BOTU_1876,10,3,2,3,3,1,1,1,0,0,12,8,9,12,8,11,6,14,10,15,7,26,15,9,11,15,8,20,0,6,7,5,11,8,10,14,12,9,8,12,6,19,12,13,9,7,4,0,6,5,10,7,4,3,10,7,8,7,7,12,8,10,14,4,4,7,0,10,7,9,1,8,14,15,2,9,3,6,5,8,9,5,0,17,7,1,1,1,7,2,0,0,0,0,0,0
BOTU_1877,4,0,1,1,2,2,2,0,0,0,6,9,6,5,6,5,3,8,8,7,3,6,6,7,4,3,5,7,0,3,4,4,6,7,5,6,3,7,4,1,3,7,3,6,6,0,1,0,3,6,1,7,1,2,2,5,1,1,7,3,2,7,4,3,3,5,0,7,8,2,3,3,2,8,2,3,1,3,3,2,6,3,0,4,2,1,1,0,0,3,0,0,0,0,0,0
BOTU_1878,3,0,1,0,1,0,2,1,0,0,1,0,1,1,1,0,0,1,2,1,0,0,1,1,1,1,3,2,0,1,1,1,3,0,2,2,1,1,2,1,1,2,1,0,1,0,0,0,2,0,2,3,0,1,0,0,1,1,0,0,1,0,4,0,0,0,0,1,1,1,0,2,1,1,0,4,3,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BOTU_1879,3,1,1,1,0,2,1,2,0,0,3,2,2,2,2,0,1,3,2,2,0,3,0,2,2,1,0,4,0,3,5,2,1,2,1,3,2,1,1,0,0,0,3,1,5,2,3,0,0,1,2,1,0,2,2,0,1,0,1,0,0,0,1,1,0,2,0,2,0,3,0,3,0,2,1,1,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BOTU_188,7,78,5,6,16,18,21,11,40,0,63,78,105,80,83,42,39,60,179,107,69,99,117,82,41,91,50,91,0,48,60,108,66,52,59,75,47,58,44,75,105,48,51,37,37,30,24,0,35,63,55,56,45,36,39,49,45,53,39,26,45,95,67,76,37,47,0,50,31,42,14,17,70,42,48,44,31,17,42,19,39,21,73,48,40,33,29,2,48,29,0,0,0,0,0,0
BOTU_1880,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,1,3,0,1,2,3,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,2,1,1,1,2,0,0,0,0,4,0,0,0,0,0,0,1,0,1,2,2,0,2,1,0,0,0,1,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0
BOTU_1881,3,2,5,5,3,8,2,8,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,2,1,2,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTU_1882,1,2,1,0,0,0,0,2,0,0,1,2,2,1,1,1,0,1,1,2,1,4,2,2,0,1,2,2,0,2,0,1,0,3,2,2,0,3,1,1,2,1,0,0,2,1,2,0,1,2,2,1,0,2,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,2,1,1,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0
BOTU_1883,5,2,2,3,5,2,1,5,1,0,14,12,15,13,8,9,8,17,28,15,13,16,25,17,8,21,19,11,0,9,9,11,20,14,13,28,12,26,17,11,12,18,21,12,17,9,7,0,5,12,17,14,7,17,13,7,6,14,15,7,11,13,11,12,9,9,0,23,17,18,12,16,13,17,5,9,10,6,4,6,10,10,0,9,12,5,4,0,6,8,0,0,0,0,0,0
BOTU_1884,1,0,2,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,3,2,1,1,2,1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,2,0,0,1,0,0,0,2,0,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BOTU_1885,1,1,1,1,1,0,0,1,0,0,0,2,1,1,0,1,1,1,5,1,0,2,0,0,3,1,3,1,0,0,1,3,2,0,0,3,2,3,0,1,1,0,2,2,0,1,0,0,1,1,0,0,1,2,0,0,2,1,3,1,2,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
BOTU_1886,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,2,2,0,0,0,1,0,0,0,0,1,4,0,0,3,1,0,0,0,2,0,1,0,2,0,0,0,1,1,1,0,1,0,0,0,0,1,0,2,0,1,0,0,2,2,0,0,0,0,0,3,1,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
BOTU_1887,2,2,1,2,2,0,2,5,0,0,0,2,1,4,0,1,1,0,1,1,1,0,3,0,1,3,2,3,0,1,2,3,1,1,4,1,1,5,4,1,1,3,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,3,1,2,1,3,1,0,1,0,0,3,0,1,0,2,1,3,1,2,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BOTU_1888,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTU_1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTU_189,19,15,21,25,24,27,18,28,3,0,7,16,15,21,20,15,19,24,23,21,10,30,22,16,14,20,13,24,0,17,5,15,19,13,11,16,11,19,15,12,10,13,9,17,16,5,5,0,15,13,19,18,12,16,13,13,10,20,18,24,20,17,26,20,7,13,0,14,15,16,9,15,16,7,8,7,8,9,8,8,14,12,0,19,19,6,9,1,5,14,0,0,0,0,0,0
BOTU_1890,1,0,0,0,0,0,0,0,0,0,2,2,0,0,4,3,2,2,1,2,2,0,1,3,0,1,2,2,0,0,0,0,2,2,0,1,4,0,1,2,0,2,2,0,6,1,2,0,0,1,2,1,0,5,2,0,1,1,0,2,1,2,0,1,4,1,0,0,1,1,2,2,2,0,0,2,3,2,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BOTU_1891,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,2,1,2,0,5,4,1,2,3,0,1,0,1,1,1,0,1,2,1,0,5,5,1,3,2,1,1,2,0,0,0,0,1,2,2,1,0,1,1,1,0,2,1,0,2,1,2,0,0,0,2,0,1,0,1,2,1,0,2,1,1,0,0,0,1,0,2,3,0,1,0,0,1,0,0,0,0,0,0
BOTU_1892,0,0,0,0,0,0,0,0,0,0,1,4,0,1,2,2,1,2,3,1,1,2,0,2,0,0,4,3,0,1,3,6,4,1,3,1,1,1,1,0,3,3,2,3,6,1,2,0,0,1,3,1,0,2,0,0,1,2,0,1,3,2,0,4,1,1,0,2,0,1,0,4,1,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BOTU_1893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,1,0,0,1,0,0,1,0,1,0,0,0,3,1,1,1,0,1,2,1,0,1,0,0,0,0,0,1,2,0,0,2,0,1,0,2,1,3,1,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BOTU_1894,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,2,3,3,1,1,0,0,1,0,0,0,1,0,2,0,1,4,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,1,2,1,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BOTU_1895,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,1,1,1,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BOTU_1896,0,1,2,3,3,1,1,2,1,0,3,1,1,2,0,1,0,0,4,1,1,0,1,1,1,0,2,2,0,0,0,1,2,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BOTU_1897,1,2,1,2,9,2,5,1,2,0,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1,1,3,2,0,0,2,1,0,0,1,0,3,0,0,0,0,1,1,2,0,1,0,0,0,0,2,0,0,1,2,1,1,0,2,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
BOTU_1898,10,0,1,6,7,2,1,0,0,0,9,21,20,12,14,15,11,23,34,27,12,35,30,11,8,25,13,23,0,9,14,15,18,20,7,31,23,25,13,21,20,24,15,24,18,8,13,0,12,12,27,17,10,16,13,14,12,13,12,21,17,14,18,21,14,10,0,18,16,16,5,17,22,19,2,12,7,9,8,7,11,9,0,24,26,2,0,0,11,12,0,0,0,0,0,0
BOTU_1899,2,4,0,3,1,1,1,1,2,0,0,1,3,1,0,2,1,2,4,0,1,2,1,1,1,1,1,0,0,0,1,2,1,1,2,3,1,1,2,0,3,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,0,2,3,1,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BOTU_19,225,38,44,43,68,60,35,68,9,0,369,455,469,473,420,482,352,554,739,532,444,802,509,469,496,592,450,549,0,390,259,404,536,495,400,769,353,613,455,417,536,444,401,389,415,311,322,0,394,318,467,466,260,505,336,389,342,441,496,485,384,478,508,363,406,393,1,663,435,519,104,549,499,536,62,466,344,239,110,159,409,322,6,573,477,34,28,20,259,464,0,0,1,0,0,0
BOTU_190,0,28,1,0,0,1,3,1,934,0,11,10,8,10,13,7,10,12,13,13,10,22,17,18,8,17,5,12,0,14,4,7,4,9,6,13,3,10,13,9,7,4,2,7,6,6,4,0,2,2,0,2,2,7,4,2,11,2,6,9,2,8,7,2,1,4,0,3,1,3,0,0,0,3,11,4,1,3,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0
BOTU_1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTU_1901,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,1,1,1,2,1,1,1,0,0,1,0,0,0,0,1,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,1,0,0,0,0,0,0
BOTU_1902,0,0,0,0,0,1,0,2,0,0,2,0,3,1,0,1,0,2,0,3,2,4,1,1,0,3,1,1,0,2,1,2,3,1,2,3,0,3,1,3,0,4,1,0,1,2,2,0,0,0,0,2,0,2,1,1,2,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,2,0,2,0,1,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0
BOTU_1903,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,2,1,1,3,3,2,2,2,2,2,5,0,3,0,5,1,1,2,1,3,1,1,1,1,2,2,1,0,0,2,1,0,0,0,0,1,2,2,1,0,0,0,2,0,1,1,1,3,0,1,0,0,3,1,1,0,1,2,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
BOTU_1904,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0
BOTU_1905,1,1,1,0,2,1,0,0,0,0,0,1,3,1,1,0,0,2,1,0,3,2,0,3,0,5,0,1,0,0,1,2,0,1,0,3,1,0,1,2,0,2,0,1,0,0,1,0,2,1,2,0,0,3,4,2,0,1,3,2,0,4,1,1,0,0,0,2,1,0,0,0,1,3,2,2,1,0,1,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
BOTU_1906,0,1,1,1,2,0,0,1,0,0,0,2,3,0,0,1,1,4,0,0,0,1,1,2,1,3,0,0,0,0,2,0,4,0,1,1,0,0,1,0,1,3,0,0,0,2,1,0,2,2,1,1,0,0,0,0,0,1,3,1,2,1,5,3,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0
BOTU_1907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4,0,1,0,4,1,3,0,1,1,1,0,0,1,0,1,1,0,5,0,3,0,0,0,1,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTU_1908,0,0,1,0,1,2,3,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,2,0,2,0,0,1,1,0,3,0,1,3,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,2,1,2,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
BOTU_1909,3,0,1,1,4,0,0,1,0,0,2,3,2,3,1,2,0,5,9,3,3,3,2,3,3,20,1,1,0,2,0,1,2,1,1,4,2,9,3,4,3,6,0,6,2,1,4,0,2,3,4,5,3,2,2,3,2,3,1,1,6,4,5,2,1,3,0,3,0,3,1,0,3,2,2,2,3,0,2,2,2,2,0,3,2,1,1,0,1,2,0,0,0,0,0,0
BOTU_191,11,13,7,12,9,9,5,9,2,0,41,41,54,45,32,27,24,38,56,46,34,66,39,42,30,50,32,52,0,33,21,40,41,37,29,56,41,48,44,33,43,34,28,34,32,15,23,0,23,20,35,32,21,39,31,29,26,17,35,36,28,30,40,26,29,30,0,52,30,34,9,38,32,41,7,33,24,14,12,9,18,16,0,48,29,5,7,2,12,36,0,0,0,0,0,0
BOTU_1910,0,0,2,2,1,2,1,2,0,0,1,1,1,0,1,1,0,4,0,2,1,1,0,2,1,2,0,2,0,0,2,0,1,0,1,3,1,3,2,1,0,1,0,2,0,0,1,0,1,1,1,1,0,2,0,1,1,2,1,1,1,0,0,2,1,0,0,2,0,0,0,1,2,1,0,3,0,0,0,0,1,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0
BOTU_1911,3,2,3,3,5,5,12,2,2,0,5,2,2,2,3,1,2,2,4,5,2,6,1,3,6,1,1,6,0,3,1,8,6,6,2,2,4,3,1,2,6,2,2,1,2,4,2,0,2,3,4,6,4,2,2,1,0,7,2,2,3,2,6,4,2,3,0,6,2,4,0,6,2,1,2,2,3,0,2,1,1,1,1,4,0,3,0,0,0,0,0,0,0,0,0,0
BOTU_1912,1,6,2,2,2,2,0,6,3,0,2,2,2,1,2,2,3,1,1,2,0,3,2,0,0,1,2,2,0,2,2,2,0,0,3,2,0,1,3,1,4,2,1,0,4,0,1,0,1,0,0,0,0,0,0,1,3,0,0,3,0,1,2,1,0,3,0,1,0,1,0,2,0,1,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
BOTU_1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTU_1914,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,1,0,2,0,1,1,3,0,0,2,3,1,0,0,2,0,1,0,3,1,2,0,2,0,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,2,0,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BOTU_1915,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,2,1,0,1,1,1,0,0,1,0,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,1,1,0,1,2,0,0,0,1,2,0,0,2,0,3,0,0,2,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
BOTU_1916,2,0,1,0,1,0,0,2,1,0,7,7,9,9,6,8,5,11,10,15,3,15,9,5,10,5,6,8,0,4,4,0,7,4,7,15,8,11,5,7,5,5,8,7,6,2,3,0,5,3,7,5,3,4,3,3,0,2,4,9,8,6,3,5,8,5,0,9,2,6,4,6,4,7,0,5,3,2,4,3,3,4,0,11,4,0,1,0,7,5,0,0,0,0,0,0
BOTU_1917,1,0,0,0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,2,2,1,4,1,0,4,0,1,1,0,2,0,0,0,2,0,0,1,3,1,1,1,0,1,0,4,0,1,0,1,1,1,4,1,0,1,0,0,0,1,1,3,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0
BOTU_1918,1,1,1,2,0,3,0,2,0,0,3,4,4,1,2,0,1,4,8,2,2,2,2,4,3,8,3,6,0,2,1,5,3,7,1,6,4,3,4,2,5,6,2,1,1,3,2,0,4,0,4,1,1,3,0,4,1,0,3,7,2,2,2,6,1,3,0,3,3,5,3,3,0,7,1,1,1,1,2,1,2,3,0,2,4,0,0,0,0,4,0,0,0,0,0,0
BOTU_1919,0,1,0,0,4,0,0,0,0,0,1,1,1,1,0,1,2,3,0,2,1,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,1,2,0,0,2,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BOTU_192,2,1,2,1,3,0,2,3,1,0,21,16,30,21,22,19,16,13,50,22,24,30,20,14,37,50,16,25,0,14,3,26,19,23,16,24,16,20,25,20,14,12,15,8,15,13,10,0,15,8,11,28,11,20,12,16,15,13,26,11,14,18,14,6,9,29,0,24,13,33,10,16,14,25,5,6,12,7,6,7,8,5,0,28,14,4,1,0,6,14,0,0,0,0,0,0
BOTU_1920,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,0,1,1,1,0,0,0,2,0,2,0,0,0,1,0,2,0,0,1,0,2,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,4,0,0,0,1,0,0,0,0,0,0,0
BOTU_1921,0,0,1,0,0,0,1,0,0,0,2,1,1,0,1,0,0,1,4,2,2,3,0,2,0,0,0,0,0,2,2,1,4,1,0,2,2,2,2,0,0,2,0,0,0,0,0,0,1,2,2,0,2,1,2,0,1,1,0,0,1,1,2,1,0,0,0,0,2,1,1,2,1,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0
BOTU_1922,0,1,1,0,2,1,0,0,0,0,0,1,3,2,0,0,0,1,2,0,1,2,1,0,1,0,1,1,0,0,1,0,2,0,0,4,1,3,0,0,1,1,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTU_1923,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,2,3,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,2,2,0,1,0,0,1,1,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0
BOTU_1924,1,2,0,1,5,2,2,1,1,0,1,4,1,3,1,1,3,1,2,2,1,2,1,2,0,4,1,4,0,3,0,2,2,2,3,4,3,5,1,1,1,2,1,1,4,2,0,0,2,0,2,4,0,3,0,0,1,3,0,3,1,1,4,0,0,3,0,3,2,5,0,4,2,1,1,2,2,0,1,1,2,1,0,1,1,1,1,0,3,1,0,0,0,0,0,0
BOTU_1925,0,0,1,0,0,1,1,0,0,0,1,2,1,3,1,2,5,0,4,7,3,1,0,0,0,2,4,1,0,1,1,2,1,3,1,2,1,3,2,0,1,2,1,4,1,0,1,0,0,0,4,2,1,1,1,3,0,2,0,3,4,2,6,3,1,1,0,3,2,0,1,0,2,1,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BOTU_1926,0,1,0,0,2,1,2,2,1,0,4,3,0,0,2,1,2,1,0,1,1,2,1,1,1,0,2,0,0,0,0,2,0,2,0,0,2,0,1,0,1,1,1,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2,0,0,2,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTU_1927,1,0,0,1,0,0,0,0,0,0,3,1,3,1,1,4,3,1,0,2,1,5,1,3,4,5,2,2,0,3,1,3,4,5,1,2,4,3,2,3,3,2,0,2,5,0,2,0,3,3,2,4,3,3,3,4,1,4,2,5,3,2,3,1,2,3,0,4,0,0,0,2,3,2,1,0,1,1,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
BOTU_1928,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,4,1,1,1,1,2,3,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,0,2,1,3,0,2,1,1,2,0,0,0,1,1,0,0,1,1,1,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0
BOTU_1929,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,2,2,1,1,2,1,3,1,0,4,1,3,0,0,0,0,0,2,0,4,1,0,0,1,1,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,2,2,0,3,1,0,2,0,1,0,0,3,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BOTU_193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTU_1930,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,2,0,0,0,1,1,0,1,0,0,2,1,2,1,1,0,1,1,0,0,2,3,0,1,1,0,4,0,0,3,1,2,0,1,3,1,1,1,0,2,2,2,0,1,2,1,0,0,0,2,1,2,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
BOTU_1931,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,1,0,2,2,1,2,1,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,0,1,0,1,2,1,0,0,0,0,2,0,2,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
