OTU_ID,CE1_1,SBE1_2,SE1_3,CE2_4,SBE2_5,SE2_6,CE3_7,SE3_8,SE2_9,Control1_10,C01_11,SB01_12,S01_13,C02_14,SB02_15,S02_16,C03_17,SB03_18,S03_19,C04_20,SB04_21,S04_22,C05_23,SB05_24,S05_25,C06_26,SB06_27,S06_28,Control2_29,C61_30,SB61_31,S61_32,C62_33,SB62_34,S62_35,C63_36,SB63_37,S63_38,C64_39,SB64_40,S64_41,C65_42,SB65_43,S65_44,C66_45,SB66_46,S66_47,Control3_48,C121_49,SB121_50,S121_51,C122_52,SB122_53,S122_54,C123_55,SB123_56,S123_57,C124_58,SB124_59,S124_60,C125_61,SB125_62,S125_63,C126_64,SB126_65,S126_66,Control4_67,C181_68,SB181_69,S181_70,SE1_71,C182_72,SB182_73,S182_74,SBE1_75,C183_76,SB183_77,S183_78,SBE2_79,C184_80,SB184_81,S184_82,CE3_83,C185_84,SB185_85,S185_86,CE2_87,C186_88,SB186_89,S186_90,Control5_91,PositiveControl_92,PositiveControl_93,PositiveControl_94,Water_95,Water_96
BOTU_1,6,61,2,8,38,10,9,2,11,8,3,13,3,17,16,20,15,11,9,6,18,19,26,5,6,17,6,12,57,10,4794,12,8,17,14,26,14,6,7,17,28,10,34,22,11,27,2,0,19,28,23,25,1116,8,4,31,1,11,28,8,6,39,4,5,22,21,7,43,23,25,19,22,123,22,705,7,7,4,403,8,9,22,11,9,74,6,17,0,162,7,137,8,9,8,0,0
BOTU_10,1255,692,262,266,753,704,2114,494,1673,0,231,210,266,255,221,204,171,339,434,294,272,418,300,255,216,251,222,243,0,337,427,376,638,539,364,924,549,465,587,549,396,482,507,298,394,426,333,0,1274,586,631,1364,1011,461,1180,1513,292,1320,1424,655,1096,1956,508,637,1267,393,0,670,1375,459,575,1841,1295,394,1032,975,1312,285,1290,1046,1259,352,404,1595,1839,405,446,66,982,290,0,0,0,0,0,0
BOTU_100,10,2,1,1,3,3,1,3,1,0,43,34,36,28,38,36,28,58,60,55,47,67,45,37,35,42,42,46,0,26,27,37,64,34,38,59,34,60,34,42,34,35,29,30,24,35,35,0,38,33,30,37,18,41,29,29,26,29,32,46,31,40,37,34,32,34,0,31,33,28,13,36,42,24,6,21,31,12,14,13,20,9,0,27,29,6,5,3,19,35,0,0,0,0,0,0
BOTU_1000,2,2,0,0,5,0,1,2,0,0,3,3,1,2,2,1,3,4,6,3,7,1,3,0,1,3,3,0,0,0,0,4,2,2,2,4,2,4,0,1,0,1,0,2,1,1,0,0,2,1,0,1,0,3,3,3,1,2,3,3,0,1,3,2,0,0,0,0,3,0,0,2,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
BOTU_1001,0,0,2,1,2,0,0,0,0,0,2,1,2,1,0,1,1,1,4,3,1,3,1,4,0,4,3,2,0,2,0,0,2,2,1,3,2,3,4,0,0,2,1,1,4,0,1,0,0,3,1,3,1,1,2,0,1,1,1,3,4,2,3,0,1,0,0,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BOTU_1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTU_1003,4,2,3,1,4,2,2,1,0,0,2,4,6,7,1,2,4,7,3,8,2,7,6,7,1,0,4,1,0,3,2,4,3,1,5,4,3,6,2,5,6,10,2,1,0,0,2,0,3,0,3,3,4,3,6,5,3,3,6,5,6,0,5,1,2,4,0,5,1,6,1,3,1,6,0,5,2,1,2,1,2,1,0,2,4,2,0,0,2,3,0,0,0,0,0,0
BOTU_1004,2,2,0,0,0,0,0,0,0,0,5,2,4,2,4,3,2,0,2,4,2,7,1,2,3,5,5,3,0,1,1,5,2,3,1,2,3,6,3,2,6,4,1,4,7,1,2,0,2,2,2,3,2,2,4,2,1,2,4,1,7,5,0,4,2,2,0,10,7,2,0,2,2,1,1,2,4,3,1,3,0,1,0,0,7,0,2,0,1,4,0,0,0,0,0,0
BOTU_1005,5,5,1,3,3,6,1,1,2,0,3,5,2,3,3,3,5,5,6,4,8,11,5,6,8,4,7,9,0,2,6,3,6,4,6,10,7,6,5,7,5,9,2,2,3,4,0,0,6,2,3,1,1,4,4,3,2,4,0,7,2,7,4,4,1,5,0,5,5,2,1,3,3,3,5,2,3,3,4,2,3,1,0,4,5,1,1,0,0,3,0,0,0,0,0,0
BOTU_1006,2,3,3,2,1,1,3,1,0,0,2,5,3,3,4,6,3,3,3,4,9,5,3,4,4,5,4,4,0,2,1,8,3,2,3,12,3,4,5,2,2,5,0,1,5,1,3,0,2,1,4,2,1,5,7,2,2,4,2,3,3,3,5,3,3,3,0,3,1,0,0,1,2,2,0,4,0,1,5,2,0,2,0,5,4,1,0,0,3,1,0,0,0,0,0,0
BOTU_1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTU_1008,1,0,0,1,1,0,0,0,0,0,4,0,3,4,3,1,2,1,4,2,2,4,3,6,1,4,2,7,0,3,1,2,4,2,2,1,5,4,3,2,1,3,0,7,2,1,2,0,2,1,1,6,0,4,4,1,0,3,1,3,3,4,3,3,3,2,0,2,4,0,0,2,0,4,0,5,4,4,2,2,0,3,0,4,2,1,1,0,1,0,0,0,0,0,0,0
BOTU_1009,112,38,40,27,42,38,20,27,6,0,157,200,225,204,176,197,192,256,371,207,180,397,216,234,208,301,208,265,0,158,109,164,253,255,207,334,174,274,195,169,248,203,172,190,220,169,157,2,168,139,227,229,134,241,133,188,156,185,235,191,176,241,252,196,212,173,0,276,193,209,45,231,225,250,21,179,164,113,52,95,168,147,0,222,216,24,22,5,116,208,0,0,0,0,0,0
BOTU_101,28,30,15,28,23,37,30,34,3,0,29,29,48,58,26,33,53,68,73,51,49,65,51,42,50,67,50,59,0,33,16,60,51,44,47,52,34,51,37,27,38,58,22,47,32,42,33,0,34,26,52,38,14,36,33,21,29,35,35,50,33,52,29,25,23,33,0,52,32,32,21,47,31,41,17,26,26,22,22,15,16,31,0,42,24,7,5,2,16,30,0,0,0,0,0,0
BOTU_1010,0,1,3,2,2,4,0,2,0,0,0,2,3,1,1,2,3,4,5,1,2,2,3,2,2,3,0,5,0,4,1,2,2,1,0,2,5,1,0,4,3,1,0,0,0,3,0,0,1,1,0,2,2,4,0,3,4,4,1,3,2,1,1,1,3,2,0,3,2,0,2,0,1,2,0,1,5,1,1,0,1,1,0,1,5,0,0,2,0,1,0,0,0,0,0,0
BOTU_1011,2,5,14,10,7,12,11,7,1,0,5,2,4,2,5,3,5,15,9,2,9,5,5,4,3,7,4,5,0,3,1,3,7,7,6,7,5,6,3,3,6,4,6,3,2,2,3,0,2,5,5,3,3,9,2,2,4,7,2,6,0,9,5,1,2,5,0,2,2,1,3,7,2,3,0,3,1,2,2,2,0,2,0,4,3,0,0,0,0,2,0,0,0,0,0,0
BOTU_1012,2,4,7,7,3,6,5,10,0,0,3,2,4,3,0,4,1,5,9,1,6,6,4,4,3,11,5,4,0,5,4,2,4,6,2,6,3,6,5,4,3,6,2,0,2,2,2,0,3,2,8,3,0,2,3,1,4,4,5,5,1,4,0,1,5,4,0,2,3,2,2,3,0,4,0,0,1,1,0,0,2,1,0,4,4,0,1,0,1,0,0,0,0,0,0,0
BOTU_1013,1,1,2,2,0,0,1,4,0,0,3,3,2,2,2,1,2,3,4,3,2,7,5,3,2,1,2,6,0,1,4,0,4,3,1,3,3,6,4,2,0,2,2,3,3,0,3,0,3,2,3,2,2,3,3,3,4,2,3,2,4,2,0,1,2,1,0,3,1,5,1,3,2,6,0,3,0,1,2,0,2,2,0,2,0,1,0,0,1,2,0,0,0,0,0,0
BOTU_1014,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,0,0,5,0,0,2,4,0,0,2,2,0,9,0,0,1,0,0,0,1,0,1,0,2,0,0,3,1,6,1,0,4,0,0,0,3,0,0,5,2,1,1,0,3,3,1,1,3,1,0,0,0,4,1,1,2,1,4,1,0,2,1,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0
BOTU_1015,0,0,1,1,1,2,2,2,0,0,2,2,4,3,1,2,0,5,3,4,2,4,1,3,0,5,4,5,0,3,0,1,3,2,3,11,0,2,1,0,1,0,2,1,2,1,2,0,0,0,1,2,2,0,0,2,0,0,3,2,1,2,2,0,1,2,0,1,1,1,0,0,1,1,0,0,0,2,1,0,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
BOTU_1016,3,4,3,4,6,5,2,8,0,0,4,7,5,5,9,5,3,11,14,6,9,9,5,11,4,5,7,6,0,3,4,12,3,6,4,10,7,7,5,3,5,8,5,8,4,5,2,0,6,1,3,5,8,2,2,6,4,7,6,6,9,5,8,5,7,3,0,2,3,7,2,4,4,3,2,1,2,3,1,3,1,3,0,5,2,2,1,0,5,2,0,0,0,0,0,0
BOTU_1017,2,1,0,1,0,0,1,0,0,0,1,1,1,4,2,1,2,2,2,1,5,5,2,1,1,2,2,2,0,3,1,1,3,2,5,2,5,5,0,1,1,1,0,5,1,2,2,0,1,1,2,0,1,0,1,1,0,1,1,1,2,1,2,3,2,2,0,2,1,1,0,4,1,3,0,1,1,0,1,1,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0
BOTU_1018,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,0,0,1,2,1,1,3,0,1,1,2,2,1,0,4,0,2,2,3,4,3,4,3,3,1,2,2,0,0,4,1,2,0,0,1,2,0,0,7,0,0,1,1,2,1,1,0,2,1,3,2,0,6,5,2,0,2,1,2,2,1,0,1,1,0,1,5,0,1,4,0,1,0,1,1,0,0,0,0,0,0
BOTU_1019,0,1,0,2,0,0,1,0,1,0,4,1,3,4,3,2,0,4,2,2,1,5,2,3,1,5,0,2,0,0,2,0,2,3,7,5,1,3,0,3,3,3,2,1,2,0,1,0,4,1,3,4,1,1,1,1,3,3,0,2,3,3,1,1,0,1,0,0,1,2,1,0,0,2,0,2,1,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0
BOTU_102,37,55,58,52,58,88,105,63,1533,6,24,53,35,32,28,34,35,48,80,43,54,74,41,40,46,49,35,51,0,27,25,60,65,42,55,76,34,54,41,39,49,49,24,31,31,25,32,2,49,21,60,45,31,48,42,43,33,32,73,36,33,50,36,40,58,34,0,49,41,41,51,58,34,43,40,24,26,20,35,24,32,32,120,51,69,409,386,0,33,22,0,0,0,0,0,0
BOTU_1020,0,0,0,0,0,0,0,1,0,0,1,3,7,3,2,1,3,1,3,6,1,2,3,1,1,0,1,3,0,7,2,0,1,0,2,4,1,0,3,6,3,4,3,3,1,3,4,0,2,1,2,2,2,0,3,1,0,0,2,2,0,0,1,1,0,0,0,2,0,0,1,0,1,2,0,1,0,0,1,0,1,2,0,3,1,1,0,0,0,2,0,0,0,0,0,0
BOTU_1021,2,2,2,0,3,1,0,0,1,0,4,4,5,3,2,5,4,5,4,5,2,7,6,7,1,3,2,3,0,1,1,3,4,3,1,2,0,3,4,2,3,2,1,5,3,0,2,0,5,2,2,4,2,1,1,8,4,4,3,2,4,7,6,3,4,1,0,3,3,3,0,7,1,4,1,2,1,0,2,2,3,1,1,5,4,1,0,0,3,3,0,0,0,0,0,0
BOTU_1022,8,15,3,2,23,11,8,10,9,0,5,2,6,8,7,4,9,13,6,6,4,5,5,3,5,5,7,6,0,5,1,3,7,3,3,9,3,5,8,2,7,4,4,4,3,3,4,0,2,1,6,10,1,2,8,3,4,3,2,8,4,1,5,4,2,7,0,4,1,1,5,2,0,1,4,1,1,2,4,1,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0
BOTU_1023,1,0,2,1,0,2,1,1,0,0,1,1,1,1,1,0,2,0,1,1,6,2,2,4,1,0,0,0,0,0,0,3,0,1,0,4,3,2,1,1,2,2,1,1,1,1,0,0,2,1,1,5,3,3,0,1,0,3,2,1,3,1,2,2,2,1,0,0,2,0,0,4,2,2,0,0,1,0,0,2,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0
BOTU_1024,0,2,0,0,5,0,0,1,0,0,1,4,5,1,0,1,3,6,2,4,2,4,3,4,1,3,3,5,0,4,1,3,5,3,6,2,2,3,3,3,2,2,1,3,1,0,3,0,4,1,2,4,1,3,0,4,5,3,3,2,2,5,1,1,1,1,0,1,4,2,2,1,1,2,0,1,1,1,2,2,2,2,0,9,4,0,1,0,2,2,0,0,0,0,0,0
BOTU_1025,3,2,0,0,2,0,0,0,0,0,5,1,2,4,0,1,0,4,2,2,4,3,3,4,3,2,2,1,0,0,1,2,5,0,2,1,1,2,1,0,2,1,3,0,1,0,1,0,4,2,1,1,1,4,2,1,2,2,2,1,2,1,2,3,1,2,0,3,0,2,0,5,2,1,0,0,1,0,10,1,0,2,0,4,2,2,0,0,0,1,0,0,0,0,0,0
BOTU_1026,2,0,1,0,0,2,1,0,0,0,3,2,0,6,0,2,9,4,2,2,2,7,1,3,4,9,0,4,0,1,1,1,5,2,2,4,3,3,0,1,0,1,0,0,2,1,1,0,2,0,1,5,1,4,0,1,1,0,1,1,1,3,0,0,3,0,0,3,4,3,1,1,0,1,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
BOTU_1027,2,2,0,1,1,0,0,0,1,0,0,0,1,1,2,2,3,6,1,6,3,1,2,3,1,1,2,2,0,0,0,2,1,2,1,5,4,0,1,3,1,4,1,0,3,0,1,0,0,4,4,1,0,2,0,0,2,1,1,3,2,3,0,1,0,2,0,4,1,0,1,2,1,3,0,0,3,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
BOTU_1028,4,1,0,0,0,2,0,0,0,0,2,2,1,2,4,2,4,3,7,2,5,5,4,3,3,7,1,2,0,1,1,4,2,8,0,5,4,7,1,2,8,5,5,2,1,2,0,0,0,3,7,1,4,5,4,4,4,2,3,3,4,1,1,3,4,5,0,5,5,3,0,4,1,8,0,2,4,1,0,0,4,1,0,6,2,0,0,0,2,6,0,0,0,0,0,0
BOTU_1029,2,3,4,5,7,2,2,8,1,0,2,3,1,5,3,2,1,1,4,2,1,7,2,5,5,2,3,4,0,4,1,1,4,0,1,1,3,5,2,1,5,5,1,2,2,0,0,0,2,0,0,2,0,0,1,1,0,2,0,5,2,3,5,2,0,1,0,1,0,0,1,1,2,4,1,0,0,2,1,0,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0
BOTU_103,19,20,27,33,39,32,22,50,1,0,27,26,30,32,18,35,23,28,51,38,37,52,27,33,27,42,31,37,0,31,22,29,35,39,34,35,11,30,30,21,33,15,17,19,19,20,16,0,29,12,32,28,12,33,16,31,22,23,24,37,21,27,38,23,30,22,0,41,19,27,7,42,36,29,12,16,16,8,16,15,23,19,0,27,29,4,1,0,12,19,0,0,0,0,0,0
BOTU_1030,1,0,0,1,0,1,1,0,1,0,2,1,4,2,2,0,1,4,6,1,2,1,4,4,3,0,3,0,0,3,2,2,2,1,3,3,2,7,3,2,3,2,1,3,3,2,2,0,0,2,6,1,2,2,1,6,4,2,0,2,2,2,6,2,4,2,0,3,1,0,0,4,0,0,0,1,2,3,1,0,3,3,0,2,3,0,0,0,0,2,0,0,0,0,0,0
BOTU_1031,7,7,3,5,4,6,10,3,8,0,3,1,6,7,2,1,1,6,6,7,3,8,4,5,4,7,0,6,0,4,0,3,3,5,2,8,3,10,9,0,3,4,4,9,1,2,2,0,1,1,7,7,1,3,5,4,0,4,1,2,2,2,6,2,7,1,0,4,7,2,1,1,3,2,3,3,5,2,5,1,3,2,0,2,4,1,1,0,2,3,0,0,0,0,0,0
BOTU_1032,0,0,0,0,0,0,0,0,0,0,3,5,3,1,1,1,1,4,2,2,0,3,1,0,2,3,1,0,0,0,1,2,1,2,1,1,1,2,1,3,4,0,0,3,0,1,1,0,1,0,2,3,0,1,5,2,0,2,4,1,7,4,2,4,1,2,0,1,2,1,0,3,2,4,0,1,7,0,2,1,2,2,0,1,5,0,0,0,1,3,0,0,0,0,0,0
BOTU_1033,0,25,1,0,3,0,43,0,74,0,14,4,4,12,7,1,9,9,8,20,8,8,7,6,4,7,23,29,0,6,8,7,6,15,1,9,14,2,10,12,7,8,38,3,8,11,3,0,7,133,3,21,16,7,13,45,4,13,116,8,3,15,2,7,4,6,0,5,22,1,32,10,32,1,9,10,8,2,1,3,22,2,742,4,26,129,138,0,15,3,0,0,0,0,0,0
BOTU_1034,0,0,0,1,0,5,0,1,0,0,2,3,1,2,6,0,2,3,2,5,3,2,0,2,2,8,3,1,0,5,0,5,4,1,2,3,0,3,0,3,0,1,2,2,2,3,0,0,5,3,3,2,1,1,3,3,2,1,1,1,1,2,3,1,0,1,0,4,1,2,1,3,1,2,0,2,2,0,0,1,1,2,0,1,5,0,0,0,3,0,0,0,0,0,0,0
BOTU_1035,1,0,0,3,0,0,0,0,0,0,5,3,5,3,3,2,2,3,2,3,0,2,4,1,1,7,6,5,0,3,0,3,4,2,1,9,1,5,2,3,4,3,2,0,2,1,3,0,0,1,4,0,1,2,3,3,1,1,2,3,4,2,2,1,1,1,0,1,0,2,0,3,2,2,0,0,1,1,2,1,3,0,0,3,4,1,0,0,1,2,0,0,0,0,0,0
BOTU_1036,5,0,0,12,0,8,42,1,0,0,4,1,12,1,2,2,0,4,3,6,2,3,3,0,1,6,6,1,0,7,2,4,1,2,2,0,3,3,1,1,1,15,0,2,1,1,3,0,0,0,3,1,2,2,1,1,0,0,3,0,0,1,3,0,0,4,0,0,0,0,4,0,1,0,1,1,0,0,1,0,0,0,0,2,3,0,0,1,0,1,0,0,0,0,0,0
BOTU_1037,4,1,0,0,3,0,0,1,1,0,0,3,0,2,2,6,2,3,6,5,7,8,2,6,2,3,4,5,0,5,0,3,4,4,0,4,2,3,2,2,5,2,3,1,4,0,1,0,2,0,1,1,2,3,1,4,2,0,3,4,2,6,3,3,2,2,0,2,3,2,1,6,5,3,1,5,2,0,3,4,2,2,0,1,2,0,0,0,0,2,0,0,0,0,0,0
BOTU_1038,5,2,1,1,3,4,1,2,0,0,1,3,2,3,1,0,0,5,6,1,1,2,1,4,3,2,2,3,0,3,0,2,3,1,3,2,1,5,5,0,0,7,0,0,2,3,5,0,2,0,0,2,3,5,0,0,1,1,1,3,2,3,1,2,0,5,0,2,1,2,2,2,1,3,1,2,3,1,5,2,4,3,0,2,2,1,0,0,1,1,0,0,0,0,0,0
BOTU_1039,1,0,1,0,1,0,1,1,0,0,1,2,3,1,0,1,2,3,3,2,2,2,2,3,1,3,1,0,0,1,0,2,0,2,3,2,1,1,2,1,2,2,2,4,1,6,0,0,1,0,1,2,1,2,0,0,3,1,1,1,1,2,2,3,0,1,0,1,0,3,0,1,1,1,0,0,1,1,0,0,0,3,0,1,3,0,0,0,0,1,0,0,0,0,0,0
BOTU_104,80,22,36,51,40,33,23,34,4,0,193,213,226,186,185,168,137,283,390,217,230,402,254,237,219,277,181,227,0,154,131,184,213,201,194,341,238,290,184,196,217,214,170,170,195,137,134,0,167,149,198,221,121,195,172,154,147,165,199,232,190,192,261,191,157,136,0,282,185,217,64,205,201,214,44,161,136,105,88,108,125,142,3,202,202,22,22,6,94,178,0,0,0,0,0,0
BOTU_1040,4,3,1,2,4,2,2,2,9,0,6,5,7,9,6,4,7,3,4,8,2,5,3,6,7,6,3,3,0,4,5,4,8,4,3,7,8,11,5,11,4,1,9,2,2,8,4,0,5,6,3,3,6,5,6,10,1,2,12,5,4,8,5,5,7,2,0,6,6,2,0,5,8,4,2,7,2,4,4,0,1,3,0,4,7,0,1,0,4,3,0,0,0,0,0,0
BOTU_1041,0,0,0,1,2,0,0,2,0,0,2,0,7,4,1,8,2,3,4,9,3,1,4,4,5,5,3,5,0,1,5,4,4,2,2,8,3,5,3,5,5,1,2,7,4,1,0,0,3,3,1,1,0,4,0,1,1,1,1,7,3,1,3,1,1,2,0,4,3,0,0,1,5,3,1,0,1,2,1,3,3,4,0,2,3,1,2,1,2,1,0,0,0,0,0,0
BOTU_1042,4,1,4,2,3,5,4,3,0,0,3,3,2,1,6,3,1,5,5,1,0,2,6,3,1,2,3,6,0,2,1,3,5,1,1,8,4,5,2,1,5,3,2,2,2,3,0,0,0,2,3,2,1,5,3,3,0,1,3,3,1,3,4,6,1,2,0,2,3,2,3,2,3,3,2,1,0,1,0,2,3,1,1,6,2,0,0,1,2,3,0,0,0,0,0,0
BOTU_1043,1,2,3,2,6,1,2,5,0,0,0,3,11,0,3,2,1,9,3,7,3,2,3,3,3,6,1,4,0,3,2,2,6,4,3,3,5,2,8,2,2,7,1,5,5,1,5,0,0,8,4,2,2,2,2,1,1,3,2,7,1,0,2,0,1,4,0,0,1,4,0,1,2,2,0,7,1,2,2,0,1,0,0,2,0,1,0,0,3,3,0,0,0,0,0,0
BOTU_1044,4,2,8,3,18,3,7,5,1,0,1,1,1,1,1,2,3,5,8,4,3,5,6,6,2,3,3,2,0,0,1,2,2,3,5,2,1,2,1,1,1,1,1,2,1,1,2,0,2,3,3,1,1,2,3,2,11,1,2,1,4,5,0,1,1,2,0,1,3,3,1,1,2,5,2,6,0,2,0,0,3,3,0,5,2,1,1,1,0,2,0,0,0,0,0,0
BOTU_1045,1,4,0,0,2,0,0,0,1,0,3,0,2,1,2,1,2,0,3,2,2,2,3,3,3,2,4,4,0,1,4,2,2,2,1,3,4,2,3,9,3,1,5,2,0,0,1,0,3,49,2,1,5,1,4,10,4,4,19,1,0,10,0,0,4,0,0,1,9,1,5,1,11,1,1,4,6,0,1,2,7,1,0,4,14,1,0,2,8,2,0,0,0,0,0,0
BOTU_1046,0,0,0,0,0,2,0,2,0,0,2,1,1,4,2,0,0,2,2,0,3,2,2,0,2,1,1,1,0,2,2,1,1,2,2,3,2,3,4,1,6,2,0,3,1,1,1,0,1,2,5,0,2,3,0,3,2,2,3,2,1,4,2,1,2,1,0,3,0,0,1,0,0,0,1,1,1,3,1,0,0,3,0,4,0,0,0,0,2,2,0,0,0,0,0,0
BOTU_1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTU_1048,0,0,0,2,0,0,0,1,0,0,6,2,3,7,7,3,1,2,8,4,3,4,6,6,2,6,6,5,0,3,1,5,7,5,5,5,8,7,1,1,2,7,3,5,5,5,4,0,2,4,4,1,1,2,3,5,9,4,1,2,5,2,2,4,6,2,0,11,3,8,1,4,6,8,0,4,1,5,1,1,0,0,0,5,2,1,0,0,1,2,0,0,0,0,0,0
BOTU_1049,0,0,0,0,1,0,0,0,0,0,0,1,1,3,2,5,1,2,3,3,1,2,0,3,1,2,1,1,0,0,2,1,3,1,1,1,0,4,2,0,0,0,1,4,1,2,0,0,1,2,4,1,0,0,2,0,2,1,3,1,4,0,7,3,1,2,0,1,2,2,1,1,3,2,0,0,1,1,0,0,2,0,0,4,0,1,1,0,0,2,0,0,0,0,0,0
BOTU_105,13,3,5,7,11,1,2,3,0,0,47,39,51,35,30,35,43,64,93,59,58,76,62,40,65,67,48,53,0,39,28,38,64,46,41,78,38,60,43,39,47,61,39,44,36,32,34,0,34,47,51,42,29,43,24,45,28,31,48,58,47,39,67,34,36,39,0,60,49,34,12,46,33,52,6,41,31,20,18,24,20,46,1,42,42,6,3,1,21,42,0,0,0,0,0,0
BOTU_1050,5,16,5,4,38,7,9,26,2,0,1,0,1,1,2,2,2,3,7,5,6,2,2,4,3,2,0,1,0,1,1,2,2,3,2,3,0,5,2,2,3,6,2,2,1,2,4,0,1,0,0,2,0,3,2,0,3,1,1,0,4,2,4,3,2,1,0,2,0,1,2,2,0,1,2,0,1,0,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0
BOTU_1051,0,1,0,1,0,3,0,1,0,0,5,6,1,2,2,6,4,4,7,2,2,5,5,6,5,4,2,1,0,4,2,0,2,4,4,5,2,6,2,3,2,5,4,0,2,0,1,0,4,1,3,3,0,0,1,1,0,5,2,1,0,4,3,1,0,4,0,4,3,0,0,3,1,0,0,4,2,1,0,0,1,1,0,2,1,0,0,0,1,1,0,0,0,0,0,0
BOTU_1052,0,0,0,0,3,1,3,4,0,0,2,1,1,1,2,1,2,5,9,4,4,5,2,1,4,1,3,6,0,0,3,1,5,6,2,3,4,4,4,4,1,1,1,2,3,1,0,0,1,4,2,0,1,3,0,2,0,0,1,4,2,4,1,2,3,0,0,4,2,0,0,3,0,2,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BOTU_1053,5,11,3,4,5,2,4,5,5,0,5,7,5,4,3,1,4,10,13,4,5,15,9,7,5,7,12,9,0,10,6,6,9,8,7,17,6,5,9,2,13,14,3,12,12,9,6,0,6,4,6,10,7,7,0,5,1,8,6,8,7,10,16,0,6,2,0,6,5,12,5,10,8,3,1,8,8,3,0,2,5,4,0,5,4,2,1,1,5,5,0,0,0,0,0,0
BOTU_1054,2,6,8,2,7,2,0,5,2,0,5,6,1,1,2,1,5,5,7,5,0,8,4,3,0,5,2,2,0,2,0,2,1,4,5,1,5,4,1,2,1,1,1,4,3,1,1,0,1,1,2,2,0,4,3,2,3,4,3,1,3,2,5,4,4,2,0,4,1,4,2,1,2,0,1,1,2,0,0,3,2,0,0,0,4,0,0,0,2,4,0,0,0,0,0,0
BOTU_1055,0,1,0,0,1,0,1,0,0,0,13,4,0,8,31,3,4,7,4,7,2,10,6,4,2,11,0,6,0,5,1,4,2,10,5,5,1,7,5,1,4,4,4,2,1,1,3,0,6,0,0,3,3,3,1,1,19,0,1,4,2,0,3,2,0,2,0,0,2,0,0,0,0,1,5,0,1,1,1,0,1,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0
BOTU_1056,2,2,0,0,0,0,0,0,0,0,1,2,0,2,1,3,0,0,4,2,1,2,1,0,2,1,4,3,0,0,0,2,0,1,0,1,1,0,0,0,3,1,3,0,4,2,1,0,2,0,1,3,3,3,1,2,0,1,6,2,3,5,3,3,1,2,0,1,0,2,0,1,1,3,1,0,1,1,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0
BOTU_1057,0,0,0,0,0,0,1,0,0,0,1,7,0,1,5,1,3,1,2,0,5,2,0,0,2,5,2,0,0,3,1,1,2,1,1,3,2,4,0,3,2,0,1,1,2,2,4,0,1,2,4,2,1,2,2,2,1,1,3,1,0,4,0,1,2,5,0,1,2,0,0,1,1,1,0,3,1,1,1,1,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0
BOTU_1058,3,2,1,0,0,3,0,3,0,0,5,1,5,2,2,0,5,6,3,5,6,7,7,2,2,3,4,4,0,4,1,4,5,0,7,5,1,9,2,2,2,2,1,6,0,3,3,0,4,0,1,1,1,7,3,4,3,3,1,1,5,2,4,4,3,8,0,1,3,0,1,2,4,0,1,2,1,0,8,3,1,0,0,1,4,1,2,0,1,5,0,0,0,0,0,0
