OTU,Kingdom,Phylum,Class,Order,Family,Genus,Label
BOTU_6127,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,Saccharimonadales,BOTU_6127_Saccharimonadales
BOTU_6130,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,Saccharimonadales,BOTU_6130_Saccharimonadales
BOTU_6128,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),BOTU_6128_SAR324_clade(Marine_group_B)
BOTU_6129,Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia,Sericytochromatia,Sericytochromatia,BOTU_6129_Sericytochromatia
BOTU_6134,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_6134_Isosphaeraceae
BOTU_6126,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,unidentified,BOTU_6126_Sandaracinaceae
BOTU_6123,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,BOTU_6123_Paenibacillus
BOTU_6133,Bacteria,Myxococcota,Polyangia,mle1-27,mle1-27,mle1-27,BOTU_6133_mle1-27
BOTU_6125,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,ZOR0006,BOTU_6125_ZOR0006
BOTU_6141,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_6141_unidentified
BOTU_6132,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_6132_JG30-KF-CM66
BOTU_6136,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_6136_Gemmataceae
BOTU_6135,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,unidentified,BOTU_6135_Polyangiaceae
BOTU_6131,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,BOTU_6131_Legionella
BOTU_6139,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_6139_JG30-KF-CM45
BOTU_6138,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,BOTU_6138_Chthonomonas
BOTU_6137,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,cvE6,BOTU_6137_cvE6
BOTU_6145,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_6145_WD2101_soil_group
BOTU_6143,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,unidentified,BOTU_6143_Chloroflexaceae
BOTU_6144,Bacteria,Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,MB-A2-108,BOTU_6144_MB-A2-108
BOTU_6142,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,BOTU_6142_Pedomicrobium
BOTU_6140,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiales_Incertae_Sedis,Motilibacter,BOTU_6140_Motilibacter
BOTU_6148,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,unidentified,BOTU_6148_Parachlamydiaceae
BOTU_6149,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,BOTU_6149_P3OB-42
BOTU_6153,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,unidentified,BOTU_6153_Methylacidiphilaceae
BOTU_6152,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,BOTU_6152_Chthonomonas
BOTU_6154,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,BOTU_6154_0319-6G20
BOTU_6156,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_6156_Gemmataceae
BOTU_6151,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,BOTU_6151_Bdellovibrio
BOTU_6155,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,unidentified,BOTU_6155_Crocinitomicaceae
BOTU_6159,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_6159_Gemmataceae
BOTU_6147,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,BOTU_6147_Paenibacillus
BOTU_6158,Bacteria,Chloroflexi,Ktedonobacteria,C0119,C0119,C0119,BOTU_6158_C0119
BOTU_6160,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,BOTU_6160_0319-6G20
BOTU_6150,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unidentified,unidentified,BOTU_6150_Rhodospirillales
BOTU_6163,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_6163_Isosphaeraceae
BOTU_6146,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,unidentified,BOTU_6146_Lachnospiraceae
BOTU_6157,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_6157_Bacteria
BOTU_6161,Bacteria,Planctomycetota,BD7-11,BD7-11,BD7-11,BD7-11,BOTU_6161_BD7-11
BOTU_6162,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,BOTU_6162_0319-6G20
BOTU_6165,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_6165_WD2101_soil_group
BOTU_6169,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_6169_unidentified
BOTU_6166,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,BOTU_6166_Chloroplast
BOTU_6168,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_6168_WD2101_soil_group
BOTU_6172,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_6172_Gemmataceae
BOTU_6164,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767,BOTU_6164_AKYH767
BOTU_6173,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,BOTU_6173_RB41
BOTU_6179,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,unidentified,BOTU_6179_Pirellulaceae
BOTU_6182,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible_genus_04,BOTU_6182_possible_genus_04
BOTU_6170,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,1174-901-12,BOTU_6170_1174-901-12
BOTU_6181,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_6181_Bacteria
BOTU_6176,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,BOTU_6176_0319-6G20
BOTU_6177,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,unidentified,BOTU_6177_Parachlamydiaceae
BOTU_6171,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_6171_Acetobacteraceae
BOTU_6167,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,unidentified,BOTU_6167_Micromonosporaceae
BOTU_6175,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_6175_Gammaproteobacteria
BOTU_6180,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,unidentified,BOTU_6180_Beijerinckiaceae
BOTU_6178,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,BOTU_6178_MND1
BOTU_6185,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,BOTU_6185_Bdellovibrio
BOTU_6174,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,BOTU_6174_Paenibacillus
BOTU_6183,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,unidentified,BOTU_6183_Rickettsiaceae
BOTU_6186,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,unidentified,unidentified,BOTU_6186_Vicinamibacterales
BOTU_6184,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,BOTU_6184_Atopostipes
BOTU_6193,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,BOTU_6193_Fimbriiglobus
BOTU_6190,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,unidentified,unidentified,BOTU_6190_Cyanobacteriales
BOTU_6189,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,BOTU_6189_0319-6G20
BOTU_6196,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Larkinella,BOTU_6196_Larkinella
BOTU_6191,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,AKYG1722,BOTU_6191_AKYG1722
BOTU_6188,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,BOTU_6188_Haliangium
BOTU_6198,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031,BOTU_6198_SBR1031
BOTU_6195,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,BOTU_6195_0319-6G20
BOTU_6201,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_6201_WD2101_soil_group
BOTU_6197,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_6197_Bacteria
BOTU_6187,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_6187_Alphaproteobacteria
BOTU_6200,Bacteria,Dependentiae,Babeliae,Babeliales,unidentified,unidentified,BOTU_6200_Babeliales
BOTU_6199,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,BOTU_6199_Peredibacter
BOTU_6192,Bacteria,Actinobacteriota,Acidimicrobiia,unidentified,unidentified,unidentified,BOTU_6192_Acidimicrobiia
BOTU_6194,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,unidentified,unidentified,BOTU_6194_Cytophagales
BOTU_6203,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,unidentified,BOTU_6203_Pirellulaceae
BOTU_6202,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_6202_Gammaproteobacteria
BOTU_6204,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Obscuribacteraceae,BOTU_6204_Obscuribacteraceae
BOTU_6206,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_6206_Gemmataceae
BOTU_6208,Bacteria,Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,MB-A2-108,BOTU_6208_MB-A2-108
BOTU_6205,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,24-Nov,24-Nov,BOTU_6205_44889
BOTU_6214,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,BOTU_6214_Tepidisphaera
BOTU_6209,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,BOTU_6209_P3OB-42
BOTU_6216,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_6216_Gemmataceae
BOTU_6210,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,BOTU_6210_Gemmatimonas
BOTU_6211,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,BOTU_6211_0319-6G20
BOTU_6212,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,BOTU_6212_Bdellovibrio
BOTU_6207,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,unidentified,unidentified,BOTU_6207_Chitinophagales
BOTU_6217,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadales,Armatimonadales,BOTU_6217_Armatimonadales
BOTU_6213,Bacteria,Armatimonadota,unidentified,unidentified,unidentified,unidentified,BOTU_6213_Armatimonadota
BOTU_6215,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,unidentified,unidentified,BOTU_6215_Oligoflexales
BOTU_6218,Bacteria,Myxococcota,Polyangia,Polyangiales,unidentified,unidentified,BOTU_6218_Polyangiales
BOTU_6221,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,BOTU_6221_A4b
BOTU_6220,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae,BOTU_6220_Fimbriimonadaceae
BOTU_6223,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,BOTU_6223_Aquisphaera
BOTU_6224,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_6224_Isosphaeraceae
BOTU_6222,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,BOTU_6222_Deinococcus
BOTU_6219,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Bauldia,BOTU_6219_Bauldia
BOTU_6226,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_6226_Gemmataceae
BOTU_6227,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,BOTU_6227_A4b
BOTU_6233,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_6233_Isosphaeraceae
BOTU_6231,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_6231_Gemmataceae
BOTU_6230,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,BOTU_6230_Pirellula
BOTU_6225,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,BOTU_6225_Aquicella
BOTU_6232,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,unidentified,BOTU_6232_Ktedonobacteraceae
BOTU_6229,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,unidentified,unidentified,BOTU_6229_Cyanobacteriales
BOTU_6244,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_6244_unidentified
BOTU_6228,Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,unidentified,BOTU_6228_Caedibacteraceae
BOTU_6239,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_6239_Gemmataceae
BOTU_6240,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_6240_JG30-KF-CM45
BOTU_6236,Bacteria,Chloroflexi,Dehalococcoidia,S085,S085,S085,BOTU_6236_S085
BOTU_6243,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,BOTU_6243_Fimbriiglobus
BOTU_6234,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,unidentified,BOTU_6234_Diplorickettsiaceae
BOTU_6245,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophales,Omnitrophales,BOTU_6245_Omnitrophales
BOTU_6242,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,BOTU_6242_Aquicella
BOTU_6250,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_6250_unidentified
BOTU_6237,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,unidentified,BOTU_6237_Ilumatobacteraceae
BOTU_6235,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,unidentified,BOTU_6235_Lachnospiraceae
BOTU_6251,Bacteria,Patescibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,BOTU_6251_Gracilibacteria
BOTU_6241,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,unidentified,BOTU_6241_Diplorickettsiaceae
BOTU_6246,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,unidentified,BOTU_6246_Gemmatimonadaceae
BOTU_6238,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,BOTU_6238_Paenibacillus
BOTU_6247,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,BOTU_6247_Roseisolibacter
BOTU_6248,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),BOTU_6248_SAR324_clade(Marine_group_B)
BOTU_6255,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,BOTU_6255_Chloroplast
BOTU_6249,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales,Babeliales,BOTU_6249_Babeliales
BOTU_6258,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,unidentified,BOTU_6258_Ktedonobacteraceae
BOTU_6252,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,BOTU_6252_Ferruginibacter
BOTU_6253,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,cvE6,BOTU_6253_cvE6
BOTU_6260,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_6260_WD2101_soil_group
BOTU_6254,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,BOTU_6254_Anaeromyxobacter
BOTU_6262,Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,vadinHA49,BOTU_6262_vadinHA49
BOTU_6257,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,BOTU_6257_Bdellovibrio
BOTU_6256,Bacteria,Myxococcota,Polyangia,mle1-27,mle1-27,mle1-27,BOTU_6256_mle1-27
BOTU_6259,Bacteria,Actinobacteriota,unidentified,unidentified,unidentified,unidentified,BOTU_6259_Actinobacteriota
BOTU_6265,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,unidentified,BOTU_6265_Pirellulaceae
BOTU_6264,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,BOTU_6264_0319-6G20
BOTU_6261,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Ovatusbacter,BOTU_6261_Candidatus_Ovatusbacter
BOTU_6263,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17,Subgroup_17,BOTU_6263_Subgroup_17
BOTU_6270,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae,BOTU_6270_Vermiphilaceae
BOTU_6269,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_6269_Gemmataceae
BOTU_6266,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Ovatusbacter,BOTU_6266_Candidatus_Ovatusbacter
BOTU_6273,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae,BOTU_6273_Vermiphilaceae
BOTU_6279,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_6279_unidentified
BOTU_6272,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,unidentified,BOTU_6272_Methylacidiphilaceae
BOTU_6278,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria,BOTU_6278_Parcubacteria
BOTU_6275,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,unidentified,BOTU_6275_Pirellulaceae
BOTU_6267,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,BOTU_6267_Haliangium
BOTU_6274,Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia,Sericytochromatia,Sericytochromatia,BOTU_6274_Sericytochromatia
BOTU_6268,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_6268_Gammaproteobacteria
BOTU_6282,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_6282_WD2101_soil_group
BOTU_6286,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_6286_unidentified
BOTU_6276,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,unidentified,unidentified,BOTU_6276_Elsterales
BOTU_6284,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_6284_Gemmataceae
BOTU_6271,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,unidentified,unidentified,BOTU_6271_Elsterales
BOTU_6283,Bacteria,Elusimicrobiota,Lineage_IIa,Lineage_IIa,Lineage_IIa,Lineage_IIa,BOTU_6283_Lineage_IIa
BOTU_6277,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,unidentified,BOTU_6277_Sandaracinaceae
BOTU_6280,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,unidentified,unidentified,BOTU_6280_Gaiellales
BOTU_6285,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_6285_WD2101_soil_group
BOTU_6281,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,unidentified,BOTU_6281_Sandaracinaceae
BOTU_6292,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,BOTU_6292_Pirellula
BOTU_6289,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,BOTU_6289_Sumerlaea
BOTU_6290,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,BOTU_6290_Pajaroellobacter
BOTU_6287,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,unidentified,BOTU_6287_Diplorickettsiaceae
BOTU_6296,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon,BOTU_6296_Herpetosiphon
BOTU_6288,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,BOTU_6288_Saccharothrix
BOTU_6291,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacteraceae,BOTU_6291_Vicinamibacteraceae
BOTU_6293,Bacteria,Actinobacteriota,Actinobacteria,PeM15,PeM15,PeM15,BOTU_6293_PeM15
BOTU_6294,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,BOTU_6294_Lactobacillus
BOTU_6295,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family,BOTU_6295_Unknown_Family
BOTU_6301,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,unidentified,unidentified,BOTU_6301_Oligoflexales
BOTU_6305,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_6305_Gemmataceae
BOTU_6297,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacteraceae,BOTU_6297_Vicinamibacteraceae
BOTU_6302,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,BOTU_6302_OM27_clade
BOTU_6304,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,unidentified,BOTU_6304_Caldilineaceae
BOTU_6298,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,BOTU_6298_Anaeromyxobacter
BOTU_6306,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,BOTU_6306_Gemmata
BOTU_6299,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,unidentified,BOTU_6299_Diplorickettsiaceae
BOTU_6300,Bacteria,Actinobacteriota,Thermoleophilia,unidentified,unidentified,unidentified,BOTU_6300_Thermoleophilia
BOTU_6308,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_6308_Gemmataceae
BOTU_6303,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_6303_Gammaproteobacteria
BOTU_6307,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_6307_TK10
BOTU_6310,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae,BOTU_6310_Pedosphaeraceae
BOTU_6316,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_6316_unidentified
BOTU_6321,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_6321_unidentified
BOTU_6309,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,BOTU_6309_Psychrobacter
BOTU_6312,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,BOTU_6312_Hymenobacter
BOTU_6315,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,BOTU_6315_Spirosoma
BOTU_6314,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,BOTU_6314_Opitutus
BOTU_6311,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17,Subgroup_17,BOTU_6311_Subgroup_17
BOTU_6313,Bacteria,Acidobacteriota,FFCH5909,FFCH5909,FFCH5909,FFCH5909,BOTU_6313_FFCH5909
BOTU_6317,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_6317_TK10
BOTU_6318,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_6318_Bacteria
BOTU_6325,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_6325_Gemmataceae
BOTU_6326,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_6326_WD2101_soil_group
